name,group,value
common questions,2,17
yellow rose,2,20
#friendshipday2022,2,20
#monsoon food,2,20
santosh deemed to be university,2,20
flights resumes,2,25
monsoonvibes,2,22
ganpatibapa,3,26.7
ayan mukherjee,1,20
arjunkapoor,1,20
taimur,1,20
sugar cosmetics,1,20
rajusrivastava,4,21.5
arsenaljoinspixstory,4,23.2
#plurality and inclusion,1,24
# law and constitution,1,24
abiding rules,1,24
justice as prime concern,1,24
# spirituality on matrimony,1,24
# hannah and elkana,1,24
# bible - old testament,1,24
# the muse that comes out of marriage,1,24
#fav of football,1,24
#ind vs pak,1,24
#el- classicco,1,24
# real rival,1,24
#major dhyan chand,1,24
#know dementia ; know alzheimer's disease,1,24
# significance of memories,1,24
# day of commeration,1,24
#support the aged,1,24
#blue to bleu...!!!,1,24
# politics of love and society,1,24
# polish film,1,24
# rivalry between existence and relationship,1,24
##feel the beauty of romance,1,24
# mangalyaan,1,24
# isro,1,24
#new wave music,1,24
#mammokka @ 71,1,24
#the indomitable thespian,1,24
##the one and only patriarch of indian cinema,1,24
#second richest billionaire,1,24
#elon musk,1,24
#gautam adani,1,24
# dr s radhakrishnan,1,24
##happy teacher's day,1,24
# invaluable love of mother,1,24
# affectionate and precious love,1,24
#asia cup 2022,2,24
#dasun shanaka,1,24
##കുഞ്ഞോണ0 2022,1,24
#iphone 15,1,24
usb - c,1,24
latest edition 2023,1,24
#edit twit,1,24
## new feature,1,24
# internal testing,1,24
#hbd amitji,1,24
#legendry actor,2,18
#versatile performer,1,24
#one plus 5g,1,24
#amazon best sale,1,24
#consciousness 2wards death,1,24
#tovino,1,24
# 3d,1,24
# engineers day,1,24
# the day of creativity,1,24
# gautam gambhir,1,24
# kohli,1,24
former opener and former captain,1,24
#eat pray love,1,24
#elizabeth gilbert,1,24
#must read on spirituality,1,24
###adding charm to life,1,24
###magnus opus on life,1,24
#karim and alexia,1,24
stellar performance,1,24
# spb,1,24
# no death for legendry voice,1,24
# golden voice,1,24
#national games,10,20.4
#celebrating the legacy,2,18
#politics of poetry,1,24
#everlasting joy,1,24
#delighted thoughts,1,24
#wandering like a wolf,1,24
# ഓണം 2022,1,24
#സമത്വം,1,24
 സ്വാതന്ത്ര്യം,1,24
 സമഭാവന,1,24
 സഹിഷ്ണുത,1,24
#history to destiny,1,24
# queen of tennis,1,24
# legendry player,1,24
# happy retirement,1,24
#milan kundera,1,24
# immortality,1,24
#convergence of love,1,24
#politics of femininity,1,24
#whatsapp polls,1,24
# new updation,2,24
#gratitude,1,24
#selfless attitude,1,24
#dhanush - aiswaryaa,1,24
#good decision,1,24
# 18 years of togetherness,1,24
# marital relationship,1,24
#poetry in brain,1,24
#huge ears and opened eyes,1,24
#embracing hands...,1,24
#wounded feets...,1,24
#wild poetry,1,24
#scribbling thoughts,1,24
# sports,1,24
# ind's victory,1,24
# home match,1,24
# cheetah,1,24
# indian forest life,1,24
# jaipur,1,24
# passion of love,1,24
#mikhail naimy,1,24
# mirdad the symphony of poetry,1,24
#love and likeness,1,24
# t20 cricket,1,24
# aus won over ind,1,24
# clinical victory,1,24
#the supreme justice,1,24
# ios 16,1,24
# andra pradesh - telengana bridge,1,24
# connectivity,1,24
## trai,1,24
# 28 to 30,1,24
#beauty of rain....,1,24
#showers of blessing,1,24
#writer of inspiring letters,1,24
# neeraj chopra,1,24
# olympic gold medalist,1,24
## ios 16,1,24
google and apple,1,24
##modern trends,1,24
#mb rajesh,1,24
#cabinet reorganization,1,24
# politrics,1,24
#pm modi,1,24
# budget phones,1,24
# nostu...,1,24
#self- less words and deeds,1,24
#organic human,1,24
#awakened consciousness,1,24
#csr project,1,24
# season sale,1,24
#lady of simplicity and humanity,1,24
# chocobar and icecream,1,24
yummy and tasty,1,24
# healthy and delicious,1,24
#121 notout on just 61,1,24
#congo dear batter,1,24
 #iaf,1,24
#ind- iran air space,1,24
#jio 5g,1,24
# indo- pak war,1,24
# asia cup,1,24
# tallest hotel,1,24
# dubai,1,24
# highest peak,1,24
#surya fan boy,1,24
#ps - 1,1,24
mani ratnam magic,1,24
#bhramastra,1,24
#r- alia combo,1,24
#myth and reality,1,24
# great humanitarian,1,24
#resilient thoughts...,1,24
#:god and memory,1,24
#real life stories,1,24
#poetry on unconventional ideas,1,24
#100 years of wasteland,1,24
#life and humanity,1,24
#epic and classic,1,24
#jai guru dev,1,24
#equality and human rights,1,24
# one cast,1,24
 one religion and one god,1,24
#samsung new,1,24
apple daily,1,24
#allu arjun,2,18
#puspa,1,24
 the rise,1,24
# waiting for pushpa 2,1,24
#siima best actor,1,24
# a m shamseer,1,24
# new speaker of kerala,1,24
#apple 15 pro,1,24
#2023,2,22.5
#tech giant,1,24
#stupendous performance,1,24
#ind vs aus t20,1,24
# bayern,1,24
#the real spirit of football,1,24
#cherishing campus life,1,24
# say 'no' to drugs,1,24
#writings of humanity,1,24
#roger federer,1,24
#sports star,1,24
#the real potential,1,24
#alexia the firegirl,1,24
# chandrayaan 2,1,24
# fb @ meta,1,24
#love for rain,1,24
#rain thoughts,1,24
the karate kid,1,22
ram teri ganga maili,1,22
the mask,1,22
jim carrey,1,22
love towards nature,2,28
pool no 27,2,30
shankh nadi,2,27
#ceiling #college,2,21
islamabad,2,18
islamabad view,2,18
green leaves,2,13
greenry,2,13
tripp,2,19
wifi,2,12
books love,2,13
sport's,4,17.5
designing,3,18
pianist,2,18
cheat meal,2,24
#cutecat,2,18
heelo,2,17
darkness and light comes one after another,2,22
birds eye chilly,2,53
lekh nature,2,22
5 pledges,2,20
better india,2,20
developed india,2,20
freedom in true sense,2,20
self attention,2,20
job opportunities,2,20
helo,2,20
boi,2,22
as blue as sky,2,23
uchiha,2,22
dff,2,22
drsss,2,22
#my story,2,19
#myfuture,2,19
#happy janmashtami,2,19
#refreshment,2,19
#motivations,2,19
#papakipari,2,19
#behappy,2,19
#rollercoasterlife,2,19
#liveyourlife,2,19
#struggles of life,2,19
#growing up,2,19
i saw it when i visit jain temple ,2,19
it was very beautiful architecture like a painting and i loved it,2,19
mn squad,2,25
hiking and trekking,2,23
vlogging,4,18.5
ufhojgeyuikpp,2,18
use waste material,2,16
good road,2,29
quotesforbest,3,23.7
smart work,2,26
midweek day,2,23
gorai,2,44
gorai bag,2,44
smart work not hardwork,2,16
follow traffic rules,2,24
courtallam,2,21
-,2,18
lamp,2,25
inaugration,2,25
trophy,2,12
suspension,2,12
nanipalkhivala,2,21
indianjudiciary,2,21
landmark cases,2,21
female genital mutilation,2,21
haunted,2,21
lodgeheather,2,21
nehru speech,2,21
indian independence,2,21
sibling diaries,2,21
travelling!!!!,4,21
keralatourism,2,21
mobile addiction,2,21
lefthander,2,21
international lefthanders day,2,21
court in kerala,2,21
giani,2,26
tealove,2,26
#study,2,17
#beachlove,5,19.2
#beachlife,11,19.1
#thesea,2,19
#sealove,2,21
#pakode,2,21
#prettysky,4,20.5
#minionlove,2,22
#harrypotter,2,22
#youaregreat,4,21
#minion,2,20
#polaroids,4,19
sawan,2,31
moonsoon,2,31
shiv ji,2,31
dlf mall,2,31
bluesky,8,20
harghartiranga,2,22
lily,2,22
engvssa,2,23
college life rocks,15,17.3
college lifee,6,18
college lifeee,4,18
sensitive skin,2,20
face toner,2,20
ponytail,2,20
bret lee,2,12
chartered accountant,2,12
airplanes,2,12
non veg,2,21
#cartoon,2,20
#kulfi,2,20
##monsoonfood,2,20
#favourite,2,20
#artlove,2,20
#artandcraft,2,20
beautifulview,2,44
teadybear,2,44
sukhna,2,50
swim at sukhna lake,2,50
swimming at sukhna lake,2,50
triathlons,11,50
triathlons in india,11,50
beach run,3,50
beach running,2,50
running in goa,3,50
runners in goa,1,50
tuffman goa,3,50
pure beach run,3,50
tuffman chandigarh,9,50
rajeev sood,1,50
indian oil,3,50
chandigarh running,5,50
chandigarh half marathon,7,50
chandigarh runs,7,50
tuffman chandigarh half marathon,12,50
running in chandigarh,8,50
xp 95,2,50
aman singh,1,50
harjit singh,1,50
sumit kumar,1,50
capitol complex,1,50
chandiland,1,50
tchm,6,50
jatin arora,2,50
tuffman tri 113,7,50
triclub gurgaon,2,50
tuffman tri,1,50
exclusive discount,1,50
pixstory users,1,50
goa tourism,1,50
tuffman beach ultra run,2,50
colva,1,50
swim bike run,2,50
simrun kocchar,1,50
simrun kochhar,1,50
colva beach,1,50
colva goa,1,50
milkfed,1,50
dairy partner,1,50
swim in sukhna lake,2,50
first ever swim in sukhna,2,50
energy of india,1,50
finisher medal,1,50
plogging,2,50
green run,1,50
safe social media space,1,50
ukinindia,1,50
ukinchandigarh,1,50
technical muscle,1,50
amarjit singh,1,50
ultra tuffman,1,50
azad,2,50
maa tujhe salaam,2,50
swim cycle run,2,50
illusion,2,18
telegu cinema,2,32
sita ramam songs,2,32
old bollywood music,1,32
monali thakur,1,32
hindi dubbed,1,32
baghban,1,32
ar rahman,1,32
lori,2,32
melodious,2,32
old hindi movies,4,32
pakeezah,1,32
meena kumari,1,32
melody,1,32
olden days,2,32
hemant da,2,32
aja sanam,2,32
calming sounds,2,32
night sleep,2,32
party song,1,32
music 🎶,1,32
helen,1,32
qawwali,1,32
upbeat songs,1,32
jab we met,1,32
mimi,1,32
bahubali,1,32
sunidhi chauhan,2,32
remix,3,32
padmavat,2,32
questionable lyrics,1,32
natrang,1,32
marathi film,1,32
marathi song,1,32
neha kakkar,2,32
falguni pathak,2,32
maine payal jo chankai,1,32
maine payal hai chankai,1,32
blue skies,2,20
traveldiaries,2,21
#creation,2,22
clamness,2,28
extraction,2,28
teddy,2,22
illusions,2,12
webinar,2,19
what if you fly,2,21
diagnosis,2,19
college life umang,111,22.8
umang,57,19.0
college fest and college life,3,22
dance and dramatics,2,17
college festival,2,17
umang tech,4,17.5
meeting with friends,2,17
you can listen to the crowd or you can listen to your soul,2,36
rakhee,2,50
ip,2,16
yessssss,2,40
jitendra shastri,1,23
straydogs,1,23
sahitya,1,23
manto,1,23
insvikrant,1,23
amitabh turns 80,1,23
cji chandrachud,1,23
birthanniversaryofbhagatsingh,2,23
sjaishankar,1,23
womenempowerment,1,23
filmsbasedonwomen,1,23
period shame,1,23
nobel prize summit,4,23
supremecourt,2,23
niteshkumar,1,23
tejaswi yadav,1,23
cm of bihar,1,23
hindidiwas,1,23
hindihaihum,1,23
ravish resignation,1,23
fridakahlo,1,23
rajivgandhi,2,23
shinzo,1,23
global hunger index,1,23
g-20,1,23
richestindex,1,23
minorgirls,1,23
savewomen,1,23
scomeeting,3,23
supreme court verdict,1,23
bigb,1,23
amitabhbachchan,1,23
i & b ministry,1,23
nehru's role in kashmir,1,23
subhaebanaras,1,23
boatriding,1,23
amantullah,1,23
corruption trial,1,23
harrapancivilisation,1,23
rakhirgarhi,1,23
abdul kalam birth anniversary,1,23
bussiness,1,23
india uk relations,1,23
t20 world cup matches,1,23
india's schedule,1,23
bilkisbano,2,23
uscirf,2,23
tajmahal,1,23
worldwar 2,1,23
india vote against russia,1,23
russia vs ukraine,1,23
hindiliterature,1,23
premchand,1,23
renu,1,23
parsai,1,23
dharamveerbharti,1,23
china-taiwan tensions,1,23
china-hongkong,1,23
noble prize,2,24.5
swante paabo,1,23
cinema in kashmir,1,23
queenelizabeth,3,22.3
banarasichaat,1,23
joebiden,1,23
elizabeth2,2,23
66 children dies,1,23
fake cough syrup,1,23
justice dy chandrachud,1,23
on feminism and law,1,23
misalpav,1,23
uyghur muslims,1,23
dobaara,2,23
kati bihu,1,23
rishisunak,1,23
viratkohli,1,23
reservation based on language,1,23
udhav,1,23
eknathshinde,1,23
kashi celebrates dussehra,1,23
banarasi dussehra,1,23
potters making diyas,1,23
trus,1,23
children died due to syrup,1,23
shakuntala,1,23
mahabharta,1,23
rajaraviverma,1,23
uapa,1,23
mulayam singh yadav passed away,1,23
paying tribute to netaji,1,23
airtel 5g,1,23
subhashchandrabose,1,23
11 people died in a bus accident,1,23
chandigarhcase,1,23
amarindersingh,1,23
overweight,1,23
ashokgehlot,1,23
qotd,4,25.5
friendslove,2,25
#boycott,22,12
#rakshabandhan,4,12
#boycottbollywood,19,12
#deepika,10,12
#boycottpathan,17,12
boycott campaigns,2,12
#sidharth,5,12
#rumours,8,12
#antila,2,12
#shamshera,2,12
#dobaaraa,6,15
#anuragkashyap,4,12
#kapilsharma,2,12
#iffm,2,12
#ranveersingh,8,12
#tapsee,2,12
#babygirl,8,12
#shehnaz,4,12
#biggboss,11,12
#actress,4,12
#badesha,2,12
#sidhharth,5,12
#anger,2,12
#waste,2,12
#naturelove#beauty,4,16.5
#karwachauth,6,12
#bolly,132,12
#priyanka,3,12
#nationalcinemaday,1,12
#sunnyleone,1,12
#vacation,4,12
#vacations,8,12
#maldives,3,12
"#instagram

#instafood

#instagood

#instadaily

#pixstory",3,12
"#instagram

#instadaily

#instafood

#thursday",4,12
"#instagram

#pixstory

#instadaily

#bundelkhand

#chitrakoot",7,12
"#instagram
#instadaily
#uttarprdesh
#womenatwork
#pixstory
#zine
#life
#research",9,12
"#instagram
#instafood
#instadaily
#bundelkhand
#sunday
#chitrakoot
#recipe
#sweet
#instagood
#pixstory",10,12
#nickjonas,2,12
#tamannaah,1,12
#bollybuff,1,12
#bollywoodgossip,2,12
#rakulpreet,4,12
#jackky,1,12
#sanjaydutt,1,12
#durga,2,12
#religious,1,12
#celebrities,24,12
#jacqueline,3,12
#bail,1,12
#liger,2,12
#collection,2,12
#boxoffice,9,12
#kareena,7,12
#aishwaryarai,15,12
#ashaparekh,2,12
#nasirhussain,1,12
#richachaddha,10,12
#falguni,1,12
#falgunipathak,1,12
#neha,2,12
#jahnvi,3,12
#hotwater,1,12
#hot,5,12
#boycottbrahmastra,8,12
#boycottliger,10,12
#siddharth,3,12
#badshah #ddlj #raees,1,12
#divorce,5,12
#vaishalitakkar,3,12
#bablibouncer,1,12
#heartattack,3,12
#release,9,13
#shraddha,2,12
#haircut,1,12
#saifalikhan,10,12
#heartbreak,1,12
#wife,1,12
#adipurush,5,12
#prabhas,4,12
#kriti,6,12
#teaser,2,12
#poster,2,16.5
#rashmika,3,12
#vijaydevarakonda,3,12
#tollywood,2,12
#amitabh,6,12
#amitabh bachchan,4,12
#injury,1,12
#accident,1,12
#coolie,1,12
#sara,4,12
#saraalikhan,4,12
#shubhman,1,12
#cricketer,1,12
#alifaizal,5,12
#mehendi,1,12
#archanapuransingh,1,12
#haddi,2,16.5
#nawazuddin,2,16.5
#brahmastrablockbuster,12,12
#dishapatani,1,12
#shoot,1,12
#esha,3,12
#brahamastra,8,12
#sonaliphogat,3,12
#ananyapanday,4,12
#incident,2,12
#anushka,3,12
#virushka,2,12
#salman,9,12
#realitykings,2,12
#realityshow,6,12
#pushpa,1,12
#arjun,2,12
#tweet,1,12
#kunalrawal,1,12
#suhana,2,12
#doppelganger,2,12
#dubai,1,12
#rohan,1,12
#prateik,1,12
#khatronkekhiladi,2,12
#rohitshetty,1,12
##ranbir,1,12
#ponny,1,12
#mahabharat,1,12
#hina,1,12
#teacher’s,1,12
#malaika,2,12
#dreamgirl2,2,12
#ayushmann,3,12
#ananya,4,12
#comedyshow,5,12
#drishyam2,2,12
#ajaydevgan,5,12
#urvashirautela,1,12
#cricket #ranji #sports,3,12
#silence,1,12
#katrina,7,12
#vicky,6,12
#vickykaushal,6,12
#married,1,12
#anilkapoor,4,12
#kartik,4,12
"#diwali
#festival
#festivalvibes
#sweets
#food
#localfood
#chess
#games
#fun
#localstories
#bundelkhand
#instagood
#instagram
#pixstory",2,12
#thankgod,6,12
#paris,3,12
#pregnant,7,12
#amirkhan,3,18
#kaunbanegacrorepati,2,12
#abhishek,2,12
#ponniyinselvan,8,12
#bhediya,2,12
#horror,3,12
aliaaholics,20,18.6
brahmastra review,3,17.3
#phonebooth,3,12
shubhman,1,12
#car,1,12
#telivision,1,12
#khushi,1,12
#debina,2,12
#tejasswi,1,12
#colors,1,12
#bipasha,2,12
#promotions,3,12
salman,1,12
#poojahegde,3,12
#kisikabhaikisikijaam,2,12
#reception,1,12
#fukrey,2,12
#airport,2,12
#yami,1,12
new beginnings,1,12
#kisikabhaikisikijaan,1,12
#trailer,2,12
#tmkoc,1,12
#filmfare,1,12
#looks,1,12
#dadasaheb,1,12
#oscarssowhite,1,12
#rubina,1,12
#television,1,12
#mouniroy,1,12
#pathan,1,12
#johnabraham,1,12
#aliafaizal,4,12
#prewedding,1,12
#abroad,1,12
#restinpeace,1,12
#italy,1,12
#gurmeet,1,12
#trolls,1,12
#majama,1,12
#welcomehome,1,12
#arpitakhan,1,12
#paparazzi,1,12
#superhit,1,12
#grandfinale,1,12
#nora,1,12
#babyshower,2,12
#charges,1,12
#dialogues,1,12
momtobe,1,12
#lalbaug,1,12
#phirherapheri,1,12
#aryan,2,12
#vijaydev,1,12
#ps-i,1,12
#durgapooja,1,12
#hemamalini,1,12
#bycott,1,12
#sushmita,2,12
#momtobe,1,12
#ceremony,1,12
#fashionblog,2,16
#sunnydeol,1,12
#jhalak,1,12
#controversy,1,12
#riali,1,12
#dhokha,1,12
#rmadhvan,1,12
#karishmatanna,1,12
#pool,1,12
#farhanakhtar,1,12
#legal,1,12
#sushmitasen,1,12
#krishnamukherjee,1,12
#chill,2,21
#goodluckjerry,2,21
#amir khan,2,21
#august,2,21
#flag,2,21
#new,1,21
#upcoming,1,21
food magic,4,21
food mood booster,2,21
hearty food,20,21
mood booster,2,21
5 countries,2,21
national dish,1,21
different countries,1,21
different flavours,1,21
different cultures,1,21
seaweed,1,21
surprising effects,1,21
famous food,1,21
india famous food,2,21
delicious tea,1,21
innovative tea way,1,21
healthy teas,1,21
best food,1,21
high blood sugar,1,21
healthy lunch ideas,1,21
healthy drink,2,21
sweet dessert,1,21
oats benefits,1,21
left over rice,1,21
rice recipe,1,21
exotic dish,1,21
different countries teas,1,21
around world,1,21
healthy brain,1,21
pregnancy food,1,21
winter special,1,21
jaggery halwa,1,21
healthy breakfast,1,21
fermented rice,1,21
healthy benefits,1,21
winter food,2,21
healthy and tasty,1,21
easy-to-cook recipes,1,21
mid night snacks,1,21
dietitians,1,21
bedtime snacks,1,21
dibaties people,1,21
leftovers food recipes,1,21
korea food,1,21
cozy food,1,21
rubik's cube,2,20
nss rally,2,19
#chocolates#sweet#yummy,2,21
the tomb has four key features which are: the char bagh plan with the mausoleum at the center,2,19
a ninefold floor plan,2,19
a five-part façade and a large podium with a hidden stairway.,2,19
rapid,2,19
colors are the smiles of nature,2,20
loving the nature ..give so much relaxation.,2,20
cricket and math enthusiast,2,18
yeremypino,2,24
sitting statue of lord ganesha with holding of flute . lord ganesha is symbol of wisdom.,2,23
independeceday,2,46
help you take time out and feel more relaxed.,2,24
hffc,2,20
#coffetime,2,20
